type,salary,title,street,city,country_code,address_text,marker_icon,workplace_type,company_name,company_url,company_size,experience_level,latitude,longitude,published_at,remote_interview,id,company_logo_url,remote,skill0,level0,skill1,level1,skill2,level2
b2b,20000,DevOps Engineer,Jana Pawła II 22,Warszawa,PL,"Jana Pawła II 22, Warszawa",devops,partly_remote,Conscensia,http://conscensia.com,180,mid,52.2355943,20.9980939,2022-01-08T18:00:14.714Z,true,conscensia-devops-engineer-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/b23752456163ef11009d41ad311f6b3e83cd1e94.jpg?1640107549,false,RabbitMQ,3,Kubernetes,3,Azure DevOps,3
permanent,15000,IT Project Manager,Fabryczna 5,Warszawa,PL,"Fabryczna 5, Warszawa",pm,remote,CloudFerro sp. z o.o.,http://www.cloudferro.com,100+,senior,52.2243919,21.0404569,2022-01-08T18:00:14.714Z,true,cloudferro-sp-z-o-o-it-project-manager,https://bucket.justjoin.it/offers/company_logos/thumb/acc7ac84ecc56ad00a37a66ed852525c76b0e0f2.png?1624953054,true,English,4,Team collaboration,4,Project Management in IT,5
b2b,17500,"Frontend Engineer (React.js, TypeScript)",Jana Pawła II 22,Warszawa,PL,"Jana Pawła II 22, Warszawa",javascript,partly_remote,Conscensia,http://conscensia.com,180,mid,52.2355943,20.9980939,2022-01-08T18:00:14.714Z,true,conscensia-frontend-engineer-react-js-typescript,https://bucket.justjoin.it/offers/company_logos/thumb/1ab1f10aca830072b24d31a90725deb24fad4352.jpg?1640107971,false,TypeScript,3,ReactJS,3,,
b2b,16000,Senior Elixir Developer,Grudzieniec 32/1,Poznań,PL,"Grudzieniec 32/1, Poznań",ruby,remote,Curiosum,https://curiosum.com,11-20,senior,52.4173349,16.9131792,2022-01-08T18:00:14.714Z,true,curiosum-senior-elixir-developer,https://bucket.justjoin.it/offers/company_logos/thumb/38f0890bd9d2700277fc90031d6bd2aa2b5eb541.png?1639590561,true,Phoenix,4,Elixir,4,Web Applications,5
b2b,29500,SAP Solutions Architect (WM),Marszałkowska 89,Warszawa,PL,"Marszałkowska 89, Warszawa",erp,remote,IIIT,http://iiit.pl,100+,senior,52.2281705,21.0116401,2022-01-08T18:00:14.714Z,true,iiit-sap-solutions-architect-wm,https://bucket.justjoin.it/offers/company_logos/thumb/776f84d50f2c73d9602d8571f46b624fa0ee4396.jpg?1639505666,true,ABAP,4,SAP WM,4,SAP,4
b2b,10000,React / React Native Developer (Gaming),Grudzieniec 32/1,Poznań,PL,"Grudzieniec 32/1, Poznań",javascript,remote,Curiosum,https://curiosum.com,11-20,mid,52.4173349,16.9131792,2022-01-08T18:00:14.714Z,true,curiosum-react-react-native-developer-gaming,https://bucket.justjoin.it/offers/company_logos/thumb/d70d656e150c58065448492ae998bf9df3ddbba9.png?1639589497,true,React Native,3,JavaScript,4,React,4
b2b,18500,iOS Developer (Swift),ul. Murckowska 14A,Katowice,PL,"ul. Murckowska 14A, Katowice",mobile,remote,eSky.pl,https://www.esky.pl/o-nas/start,501-1000,mid,50.2558672,19.0468198,2022-01-08T17:00:15.183Z,true,esky-pl-ios-developer-swift-katowice,https://bucket.justjoin.it/offers/company_logos/thumb/94d89f302d7fac68864f081ecdcd758a48fc1a53.png?1631522631,true,Appium,3,Combine,3,Swift,3
b2b,28000,Python Developer,Aleje Jerozolimskie,Warszawa,PL,"Aleje Jerozolimskie, Warszawa",python,remote,DevsData LLC,https://devsdata.com/,40,mid,52.2072628,20.945304,2022-01-08T17:00:15.183Z,true,devsdata-llc-platform-engineer-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/e48b918a8073973f069d47b8ce3c61d82fadedf5.png?1637597694,true,Docker,3,AWS,3,Python,3
b2b,20000,Middle/Senior DevOps Engineer (AWS),Jaworska 11-13,Wrocław,PL,"Jaworska 11-13, Wrocław",devops,remote,SoftServe,https://career.softserveinc.com/poland,800+,senior,51.1160613,16.9941675,2022-01-08T17:00:15.183Z,true,softserve-middle-senior-devops-engineer-aws,https://bucket.justjoin.it/offers/company_logos/thumb/c278a8d8269705c3c5efcfd926ef34fa381cd882.png?1634046048,true,Ansible,3,Terraform,3,AWS,4
b2b,26000,GCP Senior/Lead DevOps/Cloud Architect,Jaworska 11/13 Budynek B,Wrocław,PL,"Jaworska 11/13 Budynek B, Wrocław",devops,remote,SoftServe,https://career.softserveinc.com/poland,600+,senior,51.1153057,16.9938422,2022-01-08T17:00:15.183Z,true,softserve-gcp-senior-lead-devops-cloud-architect,https://bucket.justjoin.it/offers/company_logos/thumb/90018e16ef3a68323bd56dba53559ab2dc71539e.png?1623419183,true,Kubernetes,4,Terraform,4,GCP,4
b2b,17500,SAS / Data Engineer,Złota 59,Warszawa,PL,"Złota 59, Warszawa",data,remote,ITDS,http://www.itds.pl,200+,mid,52.2301216,21.0039547,2022-01-08T17:00:15.183Z,true,itds-sas-data-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/b8e9776c3cb8ee3c0ce650665e58a3dd970e60b4.png?1641314884,true,SAS RTDM,3,SAS CI,3,ETL,3
b2b,16400,Fullstack Developer (Python + React),Fabryczna 6,Wrocław,PL,"Fabryczna 6, Wrocław",python,remote,Grape Up,https://grapeup.com/,100+,mid,51.1124203,16.9942438,2022-01-08T17:00:15.183Z,false,grape-up-fullstack-developer-python-react,https://bucket.justjoin.it/offers/company_logos/thumb/f3e8af15a641ee95f0f97a119a89b63762144524.png?1641226605,true,Redux,3,React,3,Python,3
b2b,21000,Senior Frontend Developer,Puławska 182,Warszawa,PL,"Puławska 182, Warszawa",javascript,remote,7N,https://www.7n.com,800+,senior,52.1816941,21.0216558,2022-01-08T17:00:15.183Z,true,7n-senior-frontend-developer-b15e4bcc-5488-41f8-9feb-322090b5a61c,https://bucket.justjoin.it/offers/company_logos/thumb/710673f0eb210b3e23a659387e0115fdfb9d617b.png?1626260693,true,Angular 2+,4,TypeScript,4,JavaScript,4
b2b,20832,Senior Java Developer (remotely),Puławska 182,Warszawa,PL,"Puławska 182, Warszawa",java,remote,7N,https://www.7n.com,800+,senior,52.1816941,21.0216558,2022-01-08T17:00:15.183Z,false,7n-senior-java-developer-2eac78c9-8c8d-454a-8ec7-2ef0cc7fcfff,https://bucket.justjoin.it/offers/company_logos/thumb/90cd8a95849eb11f7d9a493161dbca07f6622514.png?1626255840,true,Spring Boot,4,Spring,4,Java,4
b2b,18500,Senior Frontend Developer,Przemysłowa 12,Kraków,PL,"Przemysłowa 12, Kraków",javascript,remote,DataFeedWatch,https://www.datafeedwatch.com/,70-80,senior,50.0482224,19.9594764,2022-01-08T17:00:15.183Z,false,datafeedwatch-senior-frontend-developer,https://bucket.justjoin.it/offers/company_logos/thumb/abfb9f4d788a0b12fc004f3ad77f4e00c0b9329d.png?1640622090,true,RxJS,4,TypeScript,4,Angular,4
b2b,26000,AWS Senior/Lead DevOps/Cloud Architect,Jaworska 11/13 Budynek B,Wrocław,PL,"Jaworska 11/13 Budynek B, Wrocław",devops,remote,SoftServe,https://career.softserveinc.com/poland,600+,senior,51.1153057,16.9938422,2022-01-08T17:00:15.183Z,true,softserve-aws-senior-lead-devops-cloud-architect,https://bucket.justjoin.it/offers/company_logos/thumb/1f5a4b94c473852e817381e2f9f17cd0ce9dad74.png?1623404432,true,Terraform,4,Kubernetes,4,Amazon AWS,4
b2b,18500,iOS Developer (Swift),-,Warszawa,PL,"-, Warszawa",mobile,remote,eSky.pl,https://www.esky.pl/o-nas/start,501-1000,mid,52.2296756,21.0122287,2022-01-08T17:00:15.183Z,true,esky-pl-ios-developer-swift-57fe7780-40de-4922-ac42-026a24210ea8,https://bucket.justjoin.it/offers/company_logos/thumb/131358c97e57ca61491a0f0399b75981405293a3.png?1631522945,true,Appium,3,Combine,3,Swift,3
b2b,12000,PHP / Laravel Developer (zdalnie),Rynek,Warszawa,PL,"Rynek, Warszawa",php,remote,Aurero,https://aurero.com/,40+,mid,52.2497413,21.0122417,2022-01-08T17:00:15.183Z,true,aurero-php-laravel-developer-zdalnie-wroclaw,https://bucket.justjoin.it/offers/company_logos/thumb/040b2477515d00f606388ecc54be8847ac8b805f.png?1634027714,true,Git,3,Laravel,3,PHP,3
b2b,16000,System Test Engineer for Automotive,Centrum,Kraków,PL,"Centrum, Kraków",c,remote,JSDSolutions,https://jsdsolutions.pl,<20,mid,50.0550498,19.9259309,2022-01-08T17:00:15.183Z,true,jsdsolutions-system-test-engineer-for-automotive,https://bucket.justjoin.it/offers/company_logos/thumb/cd65892bc477f0ee912094835c0e7e070c298e71.png?1638636948,true,Qualification tests,4,Integration tests,4,CAPL,4
b2b,27300,Mid/Senior Backend Engineer,Aleje Jerozolimskie,Warszawa,PL,"Aleje Jerozolimskie, Warszawa",java,remote,DevsData LLC,https://devsdata.com/,60,mid,52.2072628,20.945304,2022-01-08T17:00:15.183Z,true,devsdata-llc-mid-senior-backend-engineer-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/8040a79d4dea285dc22a0f061953aa246c3a06c2.png?1637597970,true,AWS,2,Docker,2,Java,3
b2b,18550,C++ Developer,Centrum,Wrocław,PL,"Centrum, Wrocław",c,remote,ITDS,http://www.itds.pl,200+,mid,51.1386261,17.0809059,2022-01-08T17:00:15.183Z,true,itds-c-developer-wroclaw,https://bucket.justjoin.it/offers/company_logos/thumb/3e77bcf3015895c6f8b37541403ad45f45f6308d.png?1639585688,true,Linux,3,English,3,C++,3
b2b,19000,C++ Developer,złota 59,Warszawa,PL,"złota 59, Warszawa",c,remote,ITDS,http://www.itds.pl,200+,mid,52.2301216,21.0039547,2022-01-08T17:00:15.183Z,true,itds-c-developer-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/586b67e997d62c8c24d10ae2c27e880d3977cfd0.png?1640795604,true,CI/CD,3,C,3,C++,4
b2b,16000,Senior Software Engineer,-,Wrocław,PL,"-, Wrocław",net,remote,ModelingEvolution,https://modellution.com,< 20,senior,51.1078852,17.0385376,2022-01-08T17:00:15.183Z,true,modelingevolution-senior-software-engineer-gdansk,https://bucket.justjoin.it/offers/company_logos/thumb/8000f57edab54b376cb70a39a57945f0d11df962.png?1636962443,true,Domain Driven Design,2,JavaScript,3,.Net,5
permanent,30000,"Senior Backend SE, Content Platform",Varso Tower,Warszawa,PL,"Varso Tower, Warszawa",java,remote,Box,https://www.box.com/,2000+,senior,52.2289117,21.0002274,2022-01-08T17:00:15.183Z,true,box-senior-backend-se-file-system,https://bucket.justjoin.it/offers/company_logos/thumb/e8ba58e3e5922af791670e75de7acc1a278120e4.png?1636993564,true,high-scale distributed data stores,1,Distributed systems,4,Java/Scala/Go/C/C++,4
b2b,26250,Golang Developer with Kubernetes,Tomasza Zana,Lublin,PL,"Tomasza Zana, Lublin",go,remote,HireOne IT Recruitment,http://hire1.it,6,senior,51.2385906,22.5272459,2022-01-08T17:00:15.183Z,true,hireone-it-recruitment-golang-developer-with-kubernetes,https://bucket.justjoin.it/offers/company_logos/thumb/9c5760529c5dc8a125924717fc1711890275a66c.png?1638205405,true,REST API,4,Kubernetes,4,Golang,4
b2b,20000,"Scala Developer (Junior, Mid)",Aleje Jerozolimskie,Warszawa,PL,"Aleje Jerozolimskie, Warszawa",scala,remote,Link Group,http://linkgroup.pl/,200-250,mid,52.2072628,20.945304,2022-01-08T17:00:15.183Z,true,link-group-scala-developer-junior-mid,https://bucket.justjoin.it/offers/company_logos/thumb/2c5d45ab8f9de13053ba72ba7aca0fad3c11f3c3.png?1640277367,true,R,1,Python,1,Scala,3
b2b,15540,.NET Developer,Grzybowska 87,Warszawa,PL,"Grzybowska 87, Warszawa",net,remote,Prognetics,http://prognetics.com,2-10,mid,52.2324361,20.9779347,2022-01-08T17:00:15.183Z,true,prognetics-net-developer-eaf9ea32-f807-4a22-856e-b96f20baf22a,https://bucket.justjoin.it/offers/company_logos/thumb/0e47925c0352e5578ebd91474c333798a1e0468c.png?1639588097,true,.NET Core,3,.Net,3,English,4
b2b,15120,Java Developer,Śródmieście,Warszawa,PL,"Śródmieście, Warszawa",java,remote,IN Team,https://in-team.com.pl,60+,mid,52.2296756,21.0122287,2022-01-08T17:00:15.183Z,true,in-team-java-developer,https://bucket.justjoin.it/offers/company_logos/thumb/015c99bc40421bff7e223b671a4ebd7e1b7eae9a.png?1632923836,true,Web Services,3,Hibernate,3,Spring,3
b2b,21500,Test Automation Engineer,Aleje Jerozolimskie,Warszawa,PL,"Aleje Jerozolimskie, Warszawa",testing,remote,DevsData LLC,https://devsdata.com/,40,mid,52.2072628,20.945304,2022-01-08T17:00:15.183Z,true,devsdata-llc-test-automation-engineer-4810d371-9cd6-47f3-928c-e4f309a1f0ed,https://bucket.justjoin.it/offers/company_logos/thumb/b193a3ba1871ac43aa2d98f011b940fe18429076.png?1637597657,true,Test Automation,3,,,,
b2b,18500,iOS Developer (Swift),-,Gdańsk,PL,"-, Gdańsk",mobile,remote,eSky.pl,https://www.esky.pl/o-nas/start,501-1000,mid,54.3520252,18.6466384,2022-01-08T17:00:15.183Z,true,esky-pl-ios-developer-swift-c394933b-88ae-4722-8795-1195ca6eb010,https://bucket.justjoin.it/offers/company_logos/thumb/63ee3a6df030bec2ebc12e740e1ad6a49c058458.png?1631522956,true,Appium,3,Combine,3,Swift,3
permanent,4150,Junior React Developer,Wincentego Pola 27,Gliwice,PL,"Wincentego Pola 27, Gliwice",javascript,partly_remote,DreamStorm Studios,https://dreamstormstudios.com,30+,junior,50.2916545,18.6840468,2022-01-08T16:19:52.677Z,true,dreamstorm-studios-junior-react-developer,https://bucket.justjoin.it/offers/company_logos/thumb/6849e825c3be233f142487ea450d6bc68ddb3ed4.png?1619791676,false,HTML,2,CSS,2,React,2
b2b,12500,JavaScript Developer,Wincentego Pola 27,Gliwice,PL,"Wincentego Pola 27, Gliwice",javascript,remote,DreamStorm Studios,https://dreamstormstudios.com,30+,mid,50.2916545,18.6840468,2022-01-08T16:14:14.084Z,true,dreamstorm-studios-javascript-developer,https://bucket.justjoin.it/offers/company_logos/thumb/8e08134f72fc4f9ffdd53bcd7fc776dd9f147d22.png?1641658060,true,Node.js,2,React,4,JavaScript,4
permanent,16500,Deep Learning Engineer,Aleje Jerozolimskie 93,Warszawa,PL,"Aleje Jerozolimskie 93, Warszawa",python,partly_remote,ReSpo.Vision,http://respovision.com,10-20,mid,52.2268455,20.9989483,2022-01-08T16:00:22.754Z,true,respo-vision-deep-learning-cv-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/8b25cc6e166a6d089850e7ccf960a2e7e666061a.png?1597315138,false,NumPy,4,Python,4,PyTorch,4
permanent,30500,Technical Team Leader,Delft,Delft,NL,"Delft, Delft",javascript,office,Tribal.io,http://www.tribal.io,25,senior,52.0115769,4.3570677,2022-01-08T16:00:22.754Z,true,tribal-io-technical-team-leader,https://bucket.justjoin.it/offers/company_logos/thumb/d60e7f62b2428d839277f5d5f822fd9eaae6946c.png?1640272886,false,Architecture,3,TypeScript,4,ReactJS,4
b2b,16500,Web Fullstack Developer - node.js,Al. Jerozolimskie 195 B,Warszawa,PL,"Al. Jerozolimskie 195 B, Warszawa",javascript,remote,eConsulting Sp. z o.o.,http://www.econsulting.pl,130,mid,52.1993907,20.9347723,2022-01-08T16:00:22.754Z,true,econsulting-sp-z-o-o-web-fullstack-developer-node-js,https://bucket.justjoin.it/offers/company_logos/thumb/43d86794f646ae259ab156f1c2c1b73d66a5923c.png?1641312440,true,Node.js,3,HTML5,3,JS,3
b2b,19000,"React Native Developer, Online Retailer",Pl. Grunwaldzki 23,Wrocław,PL,"Pl. Grunwaldzki 23, Wrocław",javascript,remote,DataArt,http://dataart.com.pl,5000+,mid,51.1115288,17.0618988,2022-01-08T16:00:22.754Z,false,dataart-react-native-developer-online-retailer-lublin,https://bucket.justjoin.it/offers/company_logos/thumb/8086d1732c2c22e5b1f10b66b81566447df03301.png?1640619564,true,JavaScript,3,UI/UX,3,React Native,3
b2b,15000,Product Owner,Przemysłowa 12,Kraków,PL,"Przemysłowa 12, Kraków",pm,remote,DataFeedWatch,https://www.datafeedwatch.com/,10-20,mid,50.0482224,19.9594764,2022-01-08T16:00:22.754Z,false,datafeedwatch-product-owner,https://bucket.justjoin.it/offers/company_logos/thumb/5a6431e35bd3f6475dfe9e24284eda7dfd39aac9.png?1640621428,true,Modern techniques related to Product Development,3,Agile and Lean approach,3,Scrum,3
b2b,14750,Frontend Developer (ReactJS),Klarysweska,Warszawa,PL,"Klarysweska, Warszawa",javascript,remote,SkySnap,https://skysnap.pl,20,mid,52.1825222,21.0636409,2022-01-08T16:00:22.754Z,true,skysnap-frontend-developer-reactjs,https://bucket.justjoin.it/offers/company_logos/thumb/9e684b61eeec42e04b2ee13d100dd2d0c9f1effe.png?1640102828,true,NextJS,3,JavaScript,4,ReactJS,4
b2b,19000,Power BI Developer,-,Wrocław,PL,"-, Wrocław",analytics,remote,Shookai Analytics,http://www.shookai.com,<30,mid,51.1078852,17.0385376,2022-01-08T16:00:22.754Z,true,shookai-analytics-power-bi-developer-wroclaw,https://bucket.justjoin.it/offers/company_logos/thumb/6368eabe0987430ef89e2ec87d23c84c1c207aa0.jpeg?1638199913,true,SQL,4,Analytics,5,Power BI,5
b2b,15000,SQL Developer,-,Warszawa,PL,"-, Warszawa",data,remote,Shookai Analytics,http://www.shookai.com,<30,mid,52.2296756,21.0122287,2022-01-08T16:00:22.754Z,true,shookai-analytics-sql-developer-e8a777fd-2609-4e43-9dfa-837efe98a848,https://bucket.justjoin.it/offers/company_logos/thumb/5f9a5054d08392c566363f3cbb34fae38a0cd320.jpeg?1638199885,true,Matillion,1,T-SQL,3,SQL,4
permanent,5500,Quality Assurance Engineer,Lekarska 1,Kraków,PL,"Lekarska 1, Kraków",testing,partly_remote,Mosaico,https://mosaico.ai/,<20,junior,50.0864541,19.9399581,2022-01-08T16:00:22.754Z,true,mosaico-quality-assurance-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/764da0f0c115c9b6e1188cc7b2bd17e73fafd570.png?1639582484,false,CI/CD,3,SDLC,3,API Testing,3
b2b,19000,FullStack (Node.js/Java+React) Developer,Pl. Grunwaldzki 23,Wrocław,PL,"Pl. Grunwaldzki 23, Wrocław",javascript,remote,DataArt,http://dataart.com.pl,5000+,mid,51.1115288,17.0618988,2022-01-08T16:00:22.754Z,false,dataart-fullstack-node-js-java-react-developer-wroclaw,https://bucket.justjoin.it/offers/company_logos/thumb/8c0d793ca1e005b3f73f60c91294757da09baaa8.png?1640618853,true,Java,3,Node.js,3,React,3
b2b,19000,FullStack (Node.js/Java+React) Developer,Tomasza Zana 39a,Lublin,PL,"Tomasza Zana 39a, Lublin",javascript,remote,DataArt,http://dataart.com.pl,5000+,mid,51.2380351,22.52779,2022-01-08T16:00:22.754Z,false,dataart-fullstack-node-js-java-react-developer,https://bucket.justjoin.it/offers/company_logos/thumb/f21a5072eca10669a02493f808f6adbe2070cb38.png?1640618275,true,Java,3,Node.js,3,React,3
b2b,8760,Junior Front-end Developer,Plac Wiosny Ludów 2,Poznań,PL,"Plac Wiosny Ludów 2, Poznań",javascript,partly_remote,Vizlib Poland sp. z o.o.,http://www.vizlib.com,100+,junior,52.4055048,16.9317272,2022-01-08T16:00:22.754Z,true,vizlib-poland-sp-z-o-o-junior-front-end-developer-poznan,https://bucket.justjoin.it/offers/company_logos/thumb/1c8533fdfe8c4bbb57e75efeaec5d36bfa286935.png?1638536612,false,TypeScript,2,JavaScript,2,Angular,2
permanent,20000,DevOps Engineer,Berka Joselewicza 21c,Kraków,PL,"Berka Joselewicza 21c, Kraków",devops,remote,ShelfWise,https://shelfwise.ai/en/,20+,mid,50.0546357,19.9487358,2022-01-08T16:00:22.754Z,true,shelfwise-devops-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/1245cbbaf24aeb01db9ec7cc423684008d4603c0.png?1635156337,true,GCP,4,Microsoft Azure Cloud,4,Kubernetes,4
b2b,23400,Remote React.js/Node.js Developer,Długa 44,Kraków,PL,"Długa 44, Kraków",javascript,remote,CRODU,http://crodu.com,40,senior,50.0699603,19.9375068,2022-01-08T16:00:22.754Z,true,crodu-remote-react-js-node-js-developer,https://bucket.justjoin.it/offers/company_logos/thumb/1b92fa2bd192b224f8a3e26d967a204f47778f97.png?1633079830,true,Redux,4,ReactJS,4,Node.js,4
permanent,11000,Scrum Master,Al. Jerozolimskie 181B,Warszawa,PL,"Al. Jerozolimskie 181B, Warszawa",pm,partly_remote,Beesafe,http://www.beesafe.pl,100,mid,52.2103327,20.9527454,2022-01-08T16:00:22.754Z,true,beesafe-scrum-master-junior-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/4924df752bd0db64eaa5afe91d9b7ed11ae5ea4d.png?1639584191,false,Scrum,3,Confluence,3,JIRA,3
permanent,17000,DevOps Engineer,Aleje Jerozolimskie 89,Warszawa,PL,"Aleje Jerozolimskie 89, Warszawa",devops,partly_remote,ReSpo.Vision,http://respovision.com,10-20,mid,52.226657,20.999686,2022-01-08T16:00:22.754Z,true,respo-vision-devops-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/7421746a0d91b8d8cb937e9566530432d43c6bea.png?1604940713,false,Python,3,Cloud,4,Linux,4
b2b,6000,Product Owner of Internal Solutions,pl. Trzech Krzyży 10/14,Warszawa,PL,"pl. Trzech Krzyży 10/14, Warszawa",pm,remote,Lite e-Commerce,http://www.lite.tech,50-100,mid,52.2294112,21.0229267,2022-01-08T16:00:22.754Z,true,lite-e-commerce-product-owner-of-internal-solutions,https://bucket.justjoin.it/offers/company_logos/thumb/058214f45edec8f3fc33d5943e806544aa3a65f6.png?1640171879,true,Product Management,3,,,,
b2b,6750,Test & Analysis Engineer,al. Niepodległości 69,Warszawa,PL,"al. Niepodległości 69, Warszawa",testing,remote,Sii,https://sii.pl/en/,5 500+,mid,52.1904733,21.0157465,2022-01-08T16:00:22.754Z,true,sii-test-analysis-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/407004306ad31f50e21f76508b14546d90fd3f5a.jpg?1639496205,true,SoapUI,2,SQL,3,ISTQB,3
b2b,21000,Full Stack Developer,remote,Poland,US,"remote, Poland",java,remote,DCV Technologies,http://www.dcvtechnologies.co.uk,100+,mid,41.0039308,-80.5913547,2022-01-08T16:00:22.754Z,false,dcv-technologies-full-stack-developer-poland,https://bucket.justjoin.it/offers/company_logos/thumb/bfcd9b9bb0942a304d200a8bf42fa63a83a048cd.jpg?1638199831,true,Microservices,4,Java,4,Software Development,5
b2b,26000,Senior Android Developer,Marszałkowska 126/134,Warszawa,PL,"Marszałkowska 126/134, Warszawa",mobile,remote,Storm Ideas,https://stormideas.com/#intro,70-90,senior,52.2346198,21.0098176,2022-01-08T16:00:22.754Z,true,storm-ideas-android-developer,https://bucket.justjoin.it/offers/company_logos/thumb/50c20d5fbcc1f3e8caf8c9e7c42b9b0be2373bfd.png?1619175586,true,REST API,4,Java,4,Kotlin,4
b2b,11250,Ruby on Rails Developer,pl. Dąbrowskiego 1,Warszawa,PL,"pl. Dąbrowskiego 1, Warszawa",ruby,remote,codequest,http://codequest.com,25-50,mid,52.236579,21.0098038,2022-01-08T16:00:22.754Z,true,codequest-ruby-on-rails-developer,https://bucket.justjoin.it/offers/company_logos/thumb/ec080b8861befadf442e5eeb14b332e05e887d64.png?1516719219,true,Git,3,Rails,3,Ruby,3
permanent,4000,Helpdesk,ul. Branickiego 17,Białystok,PL,"ul. Branickiego 17, Białystok",support,office,Computaris Polska,https://eu.rsystems.com/about-us/overview/,250+,junior,53.1297064,23.1724883,2022-01-08T16:00:22.754Z,false,computaris-polska-helpdesk,https://bucket.justjoin.it/offers/company_logos/thumb/ab80f6dcdf28e494439bb8204aabb7fafb9c2434.jpg?1616075404,false,Confluence,2,JIRA,2,Network monitoring tools,2
b2b,16800,Software (node.js) Developer,Olszańska 7,Kraków,PL,"Olszańska 7, Kraków",javascript,partly_remote,Wave,http://onthewave.co,100,mid,50.0725026,19.9581187,2022-01-08T16:00:22.754Z,true,wave-senior-software-developer,https://bucket.justjoin.it/offers/company_logos/thumb/fcbc624d56bbc2d3471e7d25f153c17184e71bef.jpg?1635241952,false,TypeScript,3,Node.js,3,JavaScript,3
b2b,18000,Inżynier DevOps,Uphagena,Gdańsk,PL,"Uphagena, Gdańsk",devops,partly_remote,MVProject,https://www.linkedin.com/company/mvproject,10-15,senior,54.3762081,18.6185764,2022-01-08T16:00:22.754Z,true,mvproject-inzynier-devops,https://bucket.justjoin.it/offers/company_logos/thumb/392c6f7c2a3d1dd164caafe7ea789d7407417fae.png?1638194630,false,Kubernetes,3,Docker,3,Microsoft Azure Cloud,3
b2b,28000,Lead Cloud Native Architect,Centrum,Wrocław,PL,"Centrum, Wrocław",architecture,remote,Stfero Technologies Sp z o.o,https://www.linkedin.com/company/stfero-tech,10,senior,51.1106992,17.0323662,2022-01-08T16:00:22.754Z,true,stfero-technologies-sp-z-o-o-part-time-lead-cloud-native-architect-wroclaw,https://bucket.justjoin.it/offers/company_logos/thumb/742154ebcc311d6fa8aeeaa156b331006ca00aa4.png?1638804783,true,Cloud Native,5,cicd,5,Distributed systems,5
permanent,9000,Programista Frontend Angular,Vogla 2a,Warszawa,PL,"Vogla 2a, Warszawa",php,remote,Bridge Solutions Hub,http://www.bshub.pl,10-20,mid,52.1596381,21.0881669,2022-01-08T16:00:22.754Z,true,bridge-solutions-hub-programista-frontend-angular,https://bucket.justjoin.it/offers/company_logos/thumb/8b8a4b24c6e83c30d4a9a635a99ef82fce519cf0.png?1640102511,true,HTML5,4,Angular Material,4,Angular 6,4
permanent,18050,"DevOps: intl team, 250 devs, data-driven",Centrum,Kraków,PL,"Centrum, Kraków",devops,remote,Stats Perform,http://www.statsperform.com,+2 500,senior,50.0550498,19.9259309,2022-01-08T16:00:22.754Z,true,stats-perform-devops-intl-team-250-devs-data-driven-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/7fe53b1abb8470349c2fde13b47f4237fa7930fa.jpg?1639569396,true,Docker,3,Ansible,3,AWS,4
b2b,16000,Web UI Developer,"Gdynia, Al. Zwycięstwa 96-98",Gdynia,PL,"Gdynia, Al. Zwycięstwa 96-98, Gdynia",html,remote,Handsoncode sp. z o.o.,https://handsontable.com,20,mid,54.4925884,18.5395029,2022-01-08T16:00:22.754Z,true,handsontable-web-ui-developer,https://bucket.justjoin.it/offers/company_logos/thumb/65a6a7e3b5f4185ecfe61af4d5aab4958b8bd7ba.png?1638819141,true,Git,3,CSS,4,HTML,4
b2b,11000,PHP Developer,Powstańców Warszawy 19,Sopot,PL,"Powstańców Warszawy 19, Sopot",php,remote,Cloud Services Sp. z o.o.,http://www.cloudservices.pl,100,mid,54.4468436,18.5671389,2022-01-08T16:00:22.754Z,true,cloud-services-sp-z-o-o-php-programmer,https://bucket.justjoin.it/offers/company_logos/thumb/27003073157bb8cce0a6459b0d6cf51eb757d838.png?1593502988,true,SQL,3,Symfony,3,PHP,3
permanent,9000,Java Game Developer,Technologiczna 2,Opole,PL,"Technologiczna 2, Opole",java,remote,Z Management,https://zmanagement.pl/,10-23,mid,50.683406,17.874119,2022-01-08T16:00:22.754Z,true,z-management-java-game-developer-wroclaw,https://bucket.justjoin.it/offers/company_logos/thumb/b19f1d03d3ce66322e69fb7f23ccd236691957f9.jpg?1628666848,true,Git,2,HTML5,3,Java,3
mandate_contract,16000,Android Developer,Przyrynek 14,Warszawa,PL,"Przyrynek 14, Warszawa",mobile,remote,Survicate,https://survicate.com/,25+,mid,52.255024,21.00827,2022-01-08T16:00:22.754Z,true,survicate-android-ios-developer-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/09cb5af0facdef7d728842a3860106f2f63e1b2f.png?1628877458,true,Swift,1,Java,2,Kotlin,3
